"id"	"title"
1705	"Andrew Ehat - Universal Flood: How It Happened & Why It Affects Each Of Us Today"
1706	"Tresta Neil - The Art Of Teaching UM Science: A Journey From Curiosity To Wisdom"
1707	"Leah Stoddard - Exploring Practical Application of Joseph Smith's Teachings In The Home"
1708	"Tres Tanner - How any Couple can Ensure their ‘Core Relationship in Life’ realizes its wonderful potential"
1709	"Dennis Cox - UM Campouts – Examining and Understanding the Earth Firsthand!"
1710	"Guy Laing - Was Cain Translated?"
1711	"Jay Frandsen - The Truth Movement and how the Universal Model Laid the Foundation for it"
1712	"Phil Lyman - John 1:14 ""And the Word was made flesh and dwelt among us..."""
1713	"Adam Salisbury - Healing the Hearts of Men"
1714	"David Denning -Unity of Faith & Sacrifices of Our Ancestors by 3rd Great Grandson of Joseph & Emma"
1715	"Alan Mitchell - A Book of Mormon Messianic Prophecy In The Melchizedek Scroll"
1716	"Steven Bishop - Author, Putting On Christ"
1717	"Jennifer Orten - Come Unto Christ Part 1"
1718	"Darryl Harris - Saving Your Grandchildren"
1719	"Angie Christensen - Heal Your Gut To Transform Your Health"
1720	"Farrell Pickering - Ezra's Eagle Revisited: Is The Prophecy Still In Play?"
1721	"Eldon Barrowes - Giant Jadeites And Zelph"
1722	"Robin Young - American Restoration And The Divine Role Of Women"
1723	"Lowell Taylor - Now To 2033 Using The D&C And The G.O.A.T Foundational Prophetic Event"
1724	"Chris Johnsen - “Resilience and Faith: The Battle of Nauvoo as a Blueprint for Modern Preparedness”"
1725	"Keith Redford - Who Am I Talking To Now? Taking The Mystery Out Of Multiple Personalities"
1726	"Joel Skousen - The World Affairs Brief"
1727	"Braedon Moffat - Obtaining Faith Like The Brother Of Jared"
1728	"Lance Merrill - Who Are The Young Lions Of Prophecy?"
1729	"David Taylor - Stories From The Original Testament Of Jesus Christ"
1730	"Doug Crockett - Sharing My Story Is Important, Now What Do I Do?"
1731	"Judy Byington - Exposing The Secret Combinations"
1732	"Kevin Wade - Missionary Art And Inspiration"
1733	"Ken Krogue - Isaiah Crash Course: Key To End Times Prophecy"
1734	"Lowell Taylor - Now To 2033. Using The D&C and the G.O.A.T Foundational Prophetic Event Information"
1735	"Rhonda Pickering - Scriptural Text Versus Chasing Butterflies"
1736	"Eldon Borrowes - America's Promise And Future"
1737	"Dimitri Motongo - Our Faith and the American Dream"
1738	"Mark Ewell - Truth and Facts about Absorption"
1739	"Angie Christensen - Pandemic Illness Prevention & Treatment"
1740	"Keith Moeller - Using Nano Silver for Health Prevention"
1741	"Brenda High - The Lethal Truth about Heavy Metals, Chemicals, and Hidden Toxins"
1742	"Boyd Tuttle - Stunning New Research: Did Michigan Copper Fuel the Bronze Age?"
1743	"Craig Fairclough - Disaster Situations and How to Prepare for them. Water Treatment, Filtration, Etc."
1744	"Elizabeth Watt - Finding Success In Your Health Journey In These Last Days"
1745	"Mark Ewell - Make America Healthy Again"
1746	"Jennifer Rader - Medicine Surrounds Us! Herbal Solutions Within Arms' Reach"
1747	"Robert Goodwin - James Adair History Of The American Indians"
1748	"Tatia Godsey - Getting Your College Degree Fast! From Associates To Doctoral"
1749	"Jay Mackley - The Zarahemla Model Of Book of Mormon Geography"
1750	"Kirk Pearson - Worth A Shot Firearms Training"
1751	"Rick Robison - Abraham Lincoln from Apostate to Prophet: Rescuing America"
1752	"Tamara Laing - Generational Healing in the Eyes"
1753	"Dale Lewis - Freeze and Die or Thrive in the Cold"
1754	"Angie Christensen - Heal Your Gut to Transform Your Health"
1755	"Jennifer Rader - Which Antibiotic Do I Store? Medical Preparedness Questions Answered"
1756	"Kevin Humphrey - Getting Old Is Inevitable, Aging Is Optional"
1757	"Cyndy Parkinson - Unlock The Hidden Secrets To True Health And Vitality!"
1758	"Tom Smokov - Best Methods To Store, Treat, And Filter Your Water"
1759	"Meg Richardson - Christianity In Ancient Fairytales"
1760	"Mike Day - Crowned With Promise: Unveiling Temple Motifs in The Book of Mormon and the Kirtland Temple Dedicatory Prayer"
1761	"Elizabeth Watt - Becoming Me: My Life After Polygamy"
1762	"Rick Robison - How America's Heroes And Heroines Rescued Our Word"
1763	"Jennifer Rader - Which Anitibiotic Do I Store? Medical Preparedness Questions Answered"
1764	"Tami Hirsch - Ezra’s Eagle hypothesis: Joseph Smith An Archetypal Trumpet Before Lincoln & Donald J. Trump"
1765	"David Larkins - Secret Combinations: From the Mark of Cain to the Mark of the Beast"
1766	"Kris Kimball - Templer Traditions In Portugal"
1767	"Ken Krogue - Decoding Latter-day Saint Prophecy in Jeremiah and Ezekiel"
1768	"Julie Smith - What exactly did Joseph Smith teach the women of the Relief Society?"
1769	"Juanita Werrett -“Be Not Deceived” Updated Technology Downgrades Humanity"
1770	"Hap Cluff - Symbolic Evidence Supporting Heartland As The ""Book of Mormon Land"""
1771	"Curtis Weber - This Is The Face Of Joseph (Saturday)"
1772	"Robert Brown - The Federal Showdown: Who Has The Constitutional High-Ground?"
1773	"Curtis Weber - This Is The Face Of Joseph (Friday)"
1774	"Sera and Natalie Smith - How to use Doctrine and Covenants 88 to Prepare for Marriage"
1775	"Isileli and Semisi Tukuafu - Hawaiian Chair Massage"
1776	"Lonnie Crockett - Presidents Who Would Be King Part 2"
1777	"Scott Palmer - Jerusalem Casts Its Shadow For The New Jerusalem"
1778	"David Larkins - Nephi’s Example: The Temple Covenants in 1 Nephi"
1779	"Jim Lucas - Young Joseph Smith – From Religious Seeker to Prophet/Translator"
1780	"David Read - Signs In Heaven: Sept 1827"
1781	"Steve Murphy - Most Hated Apostle Of 1880's"
1782	"Tami Hirsch - Raising Guardians of the Republic with Faith, Virtue, and Patriotism"
1783	"Richard Wood - Secret Combinations, Kingmen, Gadianton Robbers"
1784	"Rick Robison - Abraham Lincoln, From Apostate To Prophets: Rescuing America"
1785	"Michael House - Intense Stewardship: Models From The Book Of Mormon"
1786	"Brad and Julie Smith Family - How To Use Our Homes As A Training Ground"
1787	"Chris Livingston - Two Testaments: A Comprehensive Comparison Of The New Testament And The Book Of Mormon"
1788	"Dan Hunter - Our Heritage Of Faith In Jesus Christ"
1789	"GK Mangelson - A Land Of Promise: The Divine Destiny Of America"
1790	"Steve Murphy - Faith Forsakes Fear"
1791	"Richard Genck - Teaching Faith & Literacy: The Book of Mormon As A Learning Tool For Children"
1792	"Lance Merrill - Nephites Prepare American Indians"
1793	"David Read - New Genetic Evidence for the Book of Mormon"
1794	"Nate Richardson - Facts And Memes Against Evolutionary Science"
1795	"Lonnie Crockett - Presidents Who Would Be King Part 1"
1796	"David Allan - My Revelations Insights The Lord Has Taught Me"
1797	"Janet Kent - The Millennium: Living In God's World"
1798	"Daren Lee - Debating the Experts - UM vs Secular Science"
1799	"Dennis Cox - UM Campouts - Examining and Understanding the Earth Firsthand!"
1800	"Hap Cluff - UM: How it Happened & Why It Affects Each of Us Today"
1801	"David Allan - My Revelations Insights The Lord Has Taught Me"
1802	"Kevin Kraut - Miracles And The Maori People"
1803	"Jaxon Cummings - Future Foundations: Strengthening Family Bonds For Generational Success"
1804	"David Hocking - Joseph Smith Jr. A Revealer Of Ancient Biblical Era Texts"
1805	"Rob Urry - The Hinge Point Hypothesis: More Than We Know"
1806	"Jay Frandsen - The Truth Movement and How the UM Laid the Foundation"
1807	"Guy Laing - Was Cain Translated?"
1808	"Janet Kent - Patterns Of Good And Evil: Recognizing The Anti-Christ"
1809	"Betty LaFontaine - Great Chiefs!"
1810	"Irene Tukuafu - How Learning The Book Of Mormon Peoples Lived In North America Changed My Life"
1811	"Roger Cook - Restoring Phoenician Ship: Affirming Mulek's Maritime Journey"
1812	"David Hocking - Where Did The Lamanites Live?"
1813	"Doug Crockett - Sharing My Story Is Important, Now What Do I Do?"
1814	"Judy Byington - Secret Combinations, Satanic Ritual Abuse, And Restoring The United States Of America"
1815	"Russ Barlow - We Believe The Bible - The Red Letter JST"
1816	"Rod Meldrum - Book of Mormon Answers"
1817	"Hannah Stoddard - Prophets Gone Missing: Plot, Accident, or Mystery?"
1818	"David Alexander - The Book Of Mormon's Most Essential Warning"
1819	"Steve Smoot - American Antiquities A Hidden Story"
1820	"Jonathan Neville - Everything Is Awesome: 2025 Review"
1821	"Farrell Pickering - Unlocking Daniel's Numbers. Prophetic Timelines And Current Events"
1822	"Steven Bishop - Author, Putting on Christ"
1823	"Alan Mitchell - A Book of Mormon Messianic Prophecy in the Melchizedek Scroll"
1824	"Ken Krogue - Secret Combination Warnings in Scripture We Haven’t Seen Before"
1825	"Hannah Stoddard - Empowering Women Through True Priesthood Order + Rejecting Counterfeits"
1826	"Betty LaFontaine - Boots on the Ground in the Heartland"
1827	"Dean Sessions - The Power of True Science: Seeing UM Predictions Come To Pass"
1828	"Troy Ables - Unpacking The Council Of Nicaea: The Debate The Shaped Doctrine"
1829	"Cardon Ellis - Update On Ward Radio Digital Mission"
1830	"Daniel Burdette - UM: Is The Bible Dictionary Causing Confusion?"
1831	"Leah Stoddard - Our Premortal Life: Understanding Our Past To Shape Our Future"
1832	"Russ Barlow - Genesis: The First Homeschool"
1833	"Dean Sessions - The Science Behind How the World Today Came to Be: Geologically, Biologically, Geographically, Culturally, and Historically"
1834	"Frankie Davis - Patriarchal Dine′ Seer Stone Revelations, Past, Present, Future"
1835	"Lee Andersen - The Spiritual Vision Of A Great Man - H. Verlan Andersen"
1836	"Charles Castleberry - The Declaration's Forgotten Liberties"
1837	"Hannah Stoddard - Rebuilding The Nephite Covenant & Why BOM Geography Matters"
1838	"Rod Meldrum - Heartland Happenings Spring 2025"
1839	"Freeman Bird - Lost Tribes Fo Israel -- Prophetic Return"
1840	"Rob Urry - The ""Hinge Point"" Hypothesis"
1841	"Austin Kiser - What Is God's Purpose For Mental Struggles?"
1842	"Shelly Jo Wahlstrom - Hypnotherapy Not Scary. The Spiritual Powers Of Hypnosis"
1843	"Kathy Watts - Money Compass: Applying The Parable Of The Sower To Finance"
1844	"Hap Cluff - 2 Sets Of Plates: Sealed/Abridged And Small"
1845	"Kip Denning - Book of Mormon Lessons For The United States Today"
1846	"Julie Smith - Joseph Smith's 10 Principles Of Education"
1847	"Mike Lewis - Discover The Free/Renewable Heat Source"
1848	"Eldon Barrowes - Zelph And Giants"
1849	"Adam Salisbury - Healing The Hearts Of Men"
1850	"Robert Goodwin - 28 Principles Of Liberty Found In The Constitution & Declaration of 1776"
1851	"Angie Christensen - Pandemic Survival 2: Grow And Use Life-Saving Herbs"
1852	"Kevin Humphrey - Biostacking Longevity-Aging Optional"
1853	"David Larkins - The Original Stripling Warrior"
1854	"Ryan Sorensen - Strengthening Faith Through Film"
1855	"Mark Higbee - Isaiah And Strong's Bible"
1856	"Lonnie Crockett - How America Has Devolved into a Socialistic Country"
1857	"Angie Christensen - Pandemic Survival 3: Home Treatment Option"
1858	"Mike Lewis - Cold Weather Clothing, Your ""Heat Storage"" Solution"
1859	"Ephraim Stoddard - Cost of Freedom - Book of Mormon Parallels"
1860	"Jennifer Stevens - God's Glory And Celestial Wonders"
1861	"Robert Brown - Miracles That Made America"
1862	"David Read - Exploring Hopewell Cities"
1863	"Rick Robison - Winning the Moral War on our Children"
1864	"Bill Misrasi - The Banner, The Mountain, And The Multitude"
1865	"Jay Frandsen - The Future Of The Universal Model"
1866	"Delores Kahkonen - The Great Peacemaker Link to the 85 Baptized Chiefs"
1867	"Ryan Sorenson - Doubt Not, Fear Not"
1868	"GK Mangelson - A Land of Promise: The Book of Mormon & The Destiny of America"
1869	"Meg Richardson - Science & Data on Evolution, Flood, & Hydroplanet"
1870	"Rachael Patterson - Feminism in the Church: How to Fight It"
1871	"David Allan - Thy Kingdom Come On Earth As In Heaven"
1872	"Lonnie Crockett - Freedom vs. Liberty"
1873	"Betty LaFontaine - How Do We Prepare For His Coming? Native American View"
1874	"Richard Wood - What You Need to Know About Education"
1875	"Dennis Cox - Evolution and Great Deceiver"
1876	"Guy Laing - The Miracles of Magnifying Callings"
1877	"Sera Smith - Building Families that Stand Using Movies"
1878	"David Taylor - Book of Mormon and Bible Connections"
1879	"Richard Wood - Chinopoly Part 2"
1880	"Rachael Patterson - Jewish & LDS Fertility Decline & How To Save The Next Generation"
1881	"Michael Dignam - ""Frequency Healing is the Medical Solution of the Future"" Einstein"
1882	"Lauralee Gines - Foreordination Fulfilling End-Time Missions For Jesus Christ"
1883	"Rick Robison - America, A Nation Of Heroes & Miracles!"
1884	"Angie Christensen - Pandemic Survival 1: How to Not Catch ""it"""
1885	"Doug Detelj - How To Stand As A Witness"
1886	"Hap Cluff - Universal Flood: How it Happened"
1887	"Jack Brinkerhoff - Finding Strength In Church History"
1888	"Steve Murphy - Are Jesus And His Disciples Examples of What You Must Be Like To Be Saved?"
1889	"Roger Cook - Revealing Phoenician Voyages & Jewish Migrations"
1890	"Mike Lewis - How to be Comfortable in the Cold"
1891	"Lonnie Crockett - Democracy vs Constitutional Republic"
1892	"Braeden Moffat - Becoming Magnified in Faith and Knowledge"
1893	"Eldon Barrowes - Zion's Camp and it's Two Battles"
1894	"George Taylor - The Importance of Cumorah and Why it Matters Today"
1895	"Katie Cook - Meet Modern-Day Stripling Warriors: Warriors Then, Leaders Now!"
1896	"Judy Byington - Saints, Sinners, and Satan: Spiritual Experiences Expose Secret Combinations"
1897	"Jennifer Stevens - Cocreating with God: Symbolic Meaning in our Lives"
1898	"Jessica Shipp - The Best is Yet to Come! ""Prepare ye for the coming of the Bridegroom"""
1899	"Leah Stoddard - Music's Hidden Language: Unlocking the Morality Behind Music"
1900	"Farrell Pickering - The Next 10 Years Part 3"
1901	"David Hocking - The ""Caractors"" Documents is not the Anthon Transcript"
1902	"Tamara Laing - Scalar Light Energy and the Gospel"
1903	"Tim Adams - Ditto Chaeon of Joseph"
1904	"Daniel Burdett - Are Scholars Changing Church History Written by Prophets?"
1905	"David Larkins - Using the Book of Mormon to Shed Light on Noah's Ark"
1906	"Brian Stutzman - New Nauvoo Museum Joseph - Prophet or just Lucky?"
1907	"Jennifer Orton - A Strange Thing in the Land"
1908	"Debbie Rollo - Monument to the Forefathers: What is it?"
1909	"Boyd Tuttle - Museum of the Book of Mormon - Make No Little Plans"
1910	"Ferrell Pickering - The Next 10 Years Part 2"
1911	"Kimberly Smith - Women and the Priesthood A Doctrine of Exaltation"
1912	"Mark Higbee - Isaiah's Remnant"
1913	"Tim Adams - Return of the King"
1914	"Janet Kent - Events and Patterns of the Last Days"
1915	"Kris Kimball - Mary Magdalene and the Knights Templar"
1916	"Donna Max - GospelDoctrine.org"
1917	"Rhonda Pickering - The Next 10 years Part 1"
1918	"Doug Crockett - Your Legacy Story"
1919	"Brian Stutzman - New Nauvoo Museum Who Really Killed Joseph Smith"
1920	"David Read - Heavenly Signs Heralding the Gold Plates"
1921	"Tami Hirsch - Moms for America; Liberty begins at Home"
1922	"Leah Stoddard - Home Temple Prep and the Power of Symbolism"
1923	"David Hocking - John Whitmer's ""Caractors"" Document Validates That There Were Two Separate Sets of Plates"
1924	"Mike & Betty LaFontaine - 600 BC"
1925	"Dale Lewis - Freeze to Death? Or Prosper in the Cold"
1926	"Jeff Garff - Ezra's Eagle"
1927	"Rhonda & Farrell Pickering - Isaiah Illustrated - You've Got This"
1928	"Angie Christensen - Homeopathy: An Urgent Care Clinic in Your Own Home"
1929	"Patrick Jones - Medicinal Plants: The Apocalypse Apothecary"
1930	"Tamara Laing - The Shifting Health Paradigm"
1931	"Tom Smokov - Space Foundation Certified Nano Filtration, Why is it Better?"
1932	"Nate Richardson - How Fossil Finds and Formation Disprove Evolution"
1933	"Kent Pickering - Martin Harris: Palmyra Reflections and the Third Witness Event"
1934	"Tristan Mourier - Michael and the Dragon - Win the War Raged Waged Against our Youth"
1935	"Shawna Cox - Five Steps Back to the Constitution"
1936	"Shannon Tracy - The Nauvoo Bell"
1937	"Kimberly Smith - How I Resolved My Questions about Joseph Smith’s Polygamy"
1938	"Lareme Fessler - True Ages of Mankind and the Earth - Using Tree Ring Dating"
1939	"Jacob Householder - Freedom Isn’t Good Enough"
1940	"Eldon Barrowes - Joseph Smith’s Revelation about Zelph Mound"
1941	"Andrea Hales - Tribe of Testimonies: A Native American Podcast"
1942	"Hannah Stoddard - Refugees, Lost Israel"", Zion & Awakening Freedom Fighters: Saving the Covenant & Constitution"
1943	"Bruce Lloyd - Elephants, Cureloms and Cumoms and Artifacts in Ancient America"
1944	"Tim Peak - The Benefits and Blessings of Hemp Oil: God's Natural Remedies"
1945	"Tatia Nelson - Urban Survivalism: Common Weeds as Medicine"
1946	"Oak Norton - The Fractal Gospel"
1947	"Farrell Pickering - Daniel's Hour of Judgement 1/2 Hour of Silence"
1948	"Philip Gleason - Self Reliance in Action"
1949	"Patricia Kent - Southern Utah Petroglyphs Testify of Jesus Christ"
1950	"Jim Philips - The Vital Question is What If and Then What?"
1951	"Brian Stubbs - Where are Lehite Languages Located?"
1952	"Dallin Hardy - Broad-Spectrum Micro-nutrients Effective for Mood and ADHD"
1953	"Utahna Jessop - Book of Mormon Howlers: Silencing the Critics"
1954	"Debbi Rollo - Isaiah's Words aren't Good, They're G.R.E.A.T.!"
1955	"Ben McClintock - What Can We Do to Preserve Liberty Today?"
1956	"David Hocking - The Phoenicea Expeditions, the BoM"", and the Michigan Tablets"
1957	"Boyd Tuttle - Publisher, Phoenician Crew Member"
1958	"Guy Laing - Personal Revelation The Light of Christ, the Holy Ghost"", and Ministering Angels"
1959	"Kyung-Ran Koh - Scrupolosity: Religious or Moral OCD and the Grace of God"
1960	"Zack Strong - Gospel over Geography - The American Promised Land"
1961	"Rhonda Pickering - ""The Day and the Hour No Man Knoweth"
1962	"Patrick Jones - Ten Plants That Can Change Your Life"
1963	"Patrick Jones - Joseph, Brigham & Herbal Medicine"
1964	"Native American Celebration - ""We Shall Remain"
1965	"Chris Allen - Improving Your Health from the Foundation"
1966	"Wayne Hill - Independent American Party"
1967	"Kevin Humphrey - Optimize Longevity, Accelerated Recovery and Pain Relief"
1968	"Tom Smokov - Water Treatment Copper/SilverIon H2 ResQ Differences"
1969	"Celestia Shumway - The Learning of Our Fathers: Our Secret Weapon in Fighting Satan"
1970	"Lanet Read - The Powerful Word of Wisdom"
1971	"Russ Barlow - Truthseekers and the Universal Model"
1972	"Rod Meldrum - And the Earth Shall Be Rolled Together As A Scroll - Part Two"
1973	"Dean and Danette Sessions - The UM Journey: Our Experience Discovering New Scientific Truth"
1974	"Hannah Stoddard - You are Likely a Nephite and Why It Matters"
1975	"Tatia Nelson - God Bless America"
1976	"David Allan - The Three Gospels and Preparations for the Lord's Coming"
1977	"Russ Barlow - Joseph Smith, Science and Scripture"
1978	"Jonathan Neville - New Evidence of the Translation"
1979	"Wayne May - Special Markers: Land of Nephi to the Land of Zarahemla"
1980	"Russ and Heidi Barlow - Take Back Our Children!"
1981	"Barlow Family - Truthseekers - a Family Legacy"
1982	"Daniel Burdett - Geological Time vs Revelatory Time: The Need for the UM + Additional Supporting Resources"
1983	"Lonnie Crockett - Is the Sun Setting on our Constitution?"
1984	"David Doane - Generate Healthy Stem Cells: A Pattern from Genesis 1:1"
1985	"Dean Sessions - What is the Universal Model, a New Millennial Science?"
1986	"Greg Hughes - Is It Time to Start a Porter Rockwell Project?"
1987	"Eric Moutsos - Conscience or Conformity"
1988	"Jonathan Neville - Heartland in Africa"
1989	"Angie Christensen - Urgent Care for Covid at Home"
1990	"Rod Meldrum - And the Earth Shall Be Rolled Together As A Scroll - Part One"
1991	"Kevin Price - Finding a Living Nephite Artifact on the Zarahemla Temple Site"
1992	"Wayne May - Are the Adena of North America our Jaredites?"
1993	"David Read - Four Ancient Cities in North America: Do they Relate to the Book of Mormon?"
1994	"Hannah Stoddard - Ancient Legends and Last Days Prophesy Testify of Joseph"
1995	"David Doane - Mulek - Who? What? Where?"
1996	"Dean Sessions - Truth and Error in Modern Science: Discerning it with the Universal Model"
1997	"Lesson #40 D&C 109-110 Gospel Doctrine Answers with Rod Meldrum and Tres Tanner"
1998	"Angela Wilson - Freedom Foundations ""The Cliff Notes to Freedom"
1999	"David Hocking - The Annotated Book of Enoch Validates Joseph Smith"
2000	"Wayne May - The Lost Covid Months: What's the News from Ancient America?"
2001	"DW Crosby - Mortgage Free Homes"
2002	"CJ Peterson - Historical Books & Documents: A Journey Through the LDS Church"
2003	"Rian Nelson - ""Mother, I Have Got the Key"" -Joseph Smith"
2004	"Pamela Openshaw - America's Founding Mothers; Women of Freedom"
2005	"Come Follow Me 2021 EASTER - Where Are We in the Book of Mormon with Rod Meldrum Lesson #14 Part 1"
2006	"Come Follow Me 2021 EASTER - Where We Are in the Book of Mormon with Rod Meldrum Lesson #14 Part 2"
2007	"Come Follow Me 2021 with Rod Meldrum & Jonathan Neville Lesson #2 JSH 1_1-26"
2008	"Lesson #38 D&C 102-105 Gospel Doctrine Answers with Rod Meldrum and Eldon Barrowes"
2009	"Lesson #36 D&C 94-97 - Come Follow Me 2021 with Rod Meldrum & Jonathan Neville"
2010	"Lesson #35 D&C 93 - Come Follow Me 2021 with Rod Meldrum & Russ Barlow"
2011	"Lesson #37 D&C 98-101 - Come Follow Me 2021 with Rod Meldrum & Lonnie Crockett"
2012	"Lesson #34 D&C 89-92 - Come Follow Me 2021 with Rod Meldrum & Cindy Jorgensen"
2013	"Zack Strong #2 Nephite Freedom Fighters, American Founding Fathers and God’s Freedom Philosophy"
2014	"Zack Strong - #1_ Satanic Communism (480p with 15fps)"
2015	"Wayne May - Summer Bucket List"
2016	"Vachele Higbee - The Glorious 2nd Coming - Part1 (1080p with 60fps)"
2017	"Vachele Higbee - The Glorious 2nd Coming - Part 2 (1080p with 60fps)"
2018	"Tres Tanner - Les Miserables_ Why We Love It and What We Can Learn From It (1080p with 29fps)"
2019	"Tatia Nelson -Action Plans for the Cause of Liberty and Education"
2020	"Stephen Reed - The Two Cumorah Solution"
2021	"Spotted Bee Balm - Why is it significant in the Book of Mormon_ (1080p with 29fps)mp4"
2022	"Ron Anderson Abraham Lincoln"
2023	"Rian Nelson - Part 1: Heartland Geography 101"
2024	"Rhonda Pickering - Prophetic Appointments Mormon's Secret Combination Sandwich Part 2"
2025	"Rhonda Pickering - Part 1 - Mormon Secret Combination (540p with 29fps)"
2026	"Panel - The Razors Edge"
2027	"Natasha Pizorno - The Book of Mormon Code, Deciphering the Hidden Hebrew Messages in The Book of Mormon (1080p with 29fps)"
2028	"Michael B Rush – Ezra’s Eagle"
2029	"Michael Rush - The House of Israel"
2030	"Lenet Hadley Read - Helpful Answers to Challenging Gospel Questions (1080p with 29fps)"
2031	"Kenneth Skeem - The Lights Before the Sun"
2032	"Kay Fairchild - Book of Mormon Animals - Part 2"
2033	"James T Prout - #1_ When Are the TWO 1_2 Hour of Silences in Heaven_ (720p with 29fps)"
2034	"James Prout What really Happened at the 2020 Election Part 2"
2035	"Jacob Householder - The Political Kingdom of God - Republican Government & Christian Theocracy (1080p with 25fps)"
2036	"Hannah Stoddard 3 Rough Stone Rolling Debunked"
2037	"Hannah Stoddard 2 Whitmer Friend or Foe"
2038	"Dr Joyce Brown - Interview_ Suicide Prevention HopeDrOrg (1080p with 60fps)"
2039	"Hannah Stoddard 1 Whitmer Contradictory Message"
2040	"Farrell Pickering - “At the Time Appointed—the End Shall Be” (Daniel 8:19)"
2041	"Dr Joyce Brown - Suicide How To Help HopeDrOrg (1080p with 30fps)"
2042	"Dean Sessions - What is Piezoelectricity? Why is it so Important in Nature & Technology?"
2043	"David W Allan - Know the Truth and the Truth Shall Make You Free"
2044	"David Read - There Could Be No Fire - An Explanation of 3 Nephi 8 (1080p with 29fps)"
2045	"David Hocking - The Anakim, the Jaredites"", and Barges (1080p with 29fps)"
2046	"David Hocking - The Times of the Gentiles"
2047	"David Hocking - Annotated Edition of the Book of Isaiah (1080p with 29fps)"
2048	"David Barton Americas Godly Heritage"
2049	"David Barton - The Spiritual Heritage of the United States Capitol (720p with 29fps)"
2050	"Darin Southam - If I Were The Devil Would I Have Your Vote (1080p with 29fps)"
2051	"Darren Perry - The Bear River Massacre TEDx (720p with 25fps)"
2052	"Dana Young - Ancient Plants_ A Message from the Ground (1080p with 25fps)"
2053	"Betty LaFontaine - Virtual Expo - My Experience Surviving Covid 2020 (1080p with 30fps)"
2054	"April 2021 Virtual Expo - 27th Book of Mormon Evidence Conference - Firm Foundation"
2055	"Betty LaFontaine - Be Still My Soul (1080p with 60fps)"
2056	"Rod Meldrum - Hebrew in the Heartland (1080p with 29fps)"
2057	"William Midgley - The North America Model for the Book of Mormon, From Jerusalem to Cumorah (1080p with 29fps)"
2058	"Wayne May - Cumorah Land, The Last Stand (480p with 23fps)"
2059	"Pam Openshaw - Constitution as Liahona"
2060	"Vachele Higbee - How the Book of Mormon Came to Be"
2061	"Vachele Higbee - We Know Who We Are (1080p with 60fps)"
2062	"Tristan Mourier - Many Are Called, But Few Are Chosen"
2063	"Uriah Kennedy - Family History and the Book of Mormon"
2064	"Tim Adams - Similitudes - Typology of Our Day"
